NOME_MUNICIPIO [-],CODIGO [-],GENTILICO [-],PREFEITO [2017],AREA - AREA [2017],POPESTIMADA - POPESTIMADA [2018],DENSIDADE - DENSIDADE [2010],IDHM [2010],RECEITAS - REAL_MIL [2017],DESPESAS - REAL_MIL [2017],PIB - REAL [2016],
Itaboraí,3301900,itaboraiense,SADINOEL OLIVEIRA GOMES SOUZA,430590,238695,506.55,693,498361,497033,18864.13,
Itaguaí,3302007,itaguaiense,CARLO BUSATTO JUNIOR,273368,125913,395.45,715,474597,544374,65107.78,
Italva,3302056,italvense,MARGARETH DE SOUZA RODRIGUES SOARES,291718,15113,47.86,688,59609,46724,22591.24,
Itaocara,3302106,itaocarense,MANOEL QUEIROZ FARIA,433397,23247,53.09,713,73912,68792,22115.60,
Itaperuna,3302205,itaperunense,MARCUS VINÍCIUS DE OLIVEIRA PINTO,1106169,102626,86.71,730,305349,296249,25987.98,
Itatiaia,3302254,itatiaiense,EDUARDO GUEDES DA SILVA,241035,31537,117.41,737,197629,164177,118552.79,
Japeri,3302270,japeriense,CARLOS MORAES COSTA,81697,103960,1166.37,659,203388,179170,12874.11,
Laje do Muriaé,3302304,lajense,JOSÉ ELIEZER TOSTES PINTO,253556,7217,29.95,668,42436.84324,31957.26084,18261.17,
Macaé,3302403,macaense,ALUÍZIO DOS SANTOS JÚNIOR,1215291,251631,169.89,764,2108814,1844434,73412.55,
Macuco,3302452,macuquense,BRUNO ALVES BOARETTO,77719,5574,67.80,703,41489,34541,28428.33,
Magé,3302502,mageense,RAFAEL SANTOS DE SOUZA,393914,243657,585.13,709,443815,447218,15607.47,
Mangaratiba,3302601,mangaratibano,ALAN CAMPOS DA COSTA,360522,42415,102.29,753,301824,272531,92773.55,
Maricá,3302700,maricaense,FABIANO TAQUES HORTA,361995,157789,351.55,765,688522.41621,674621.10361,39078.14,
Mendes,3302809,mendense,ROGÉRIO RIENTE,95324,18578,184.83,736,64661,53547,16158.35,
Mesquita,3302858,mesquitnese,JORGE LUCIO FERREIRA MIRANDA,41490,175620,4310.48,737,253624,268066,13396.88,
Miguel Pereira,3302908,miguelense,ANDRE PINTO DE AFONSECA,287933,25493,85.21,745,106193,93976,27470.61,
Miracema,3303005,miracemense,CLOVIS TOSTES DE BARROS,303244,27195,88.15,713,94793.90747,87362.10134,17839.01,
Natividade,3303104,natividadense,SEVERIANO ANTÔNIO DOS SANTOS REZENDE,387073,15324,39.00,730,70015,64357,16767.72,
Nilópolis,3303203,nilopolitano,FARID ABRÃO DAVID,19393,162269,8117.62,753,301804,293685,16045.55,
Niterói,3303302,niteroiense,RODRIGO NEVES BARRETO,134074,511786,3640.80,837,2767516,2462638,46202.31,
Nova Friburgo,3303401,friburguense,RENATO PINHEIRO BRAVO,935429,190084,195.07,745,465474,417390,25979.30,
Nova Iguaçu,3303500,iguaçuano,ROGERIO MARTINS LISBOA,520807,818875,1527.60,713,1389627,1415602,20625.93,
Paracambi,3303609,paracambiense,LUCIMAR CRISTINA DA SILVA FERREIRA,190949,51815,262.27,720,124290,109451,19189.62,
Paraíba do Sul,3303708,sul-paraibano,ALESSANDRO CRONGE BOUZADA,571118,44045,70.77,702,113471,110489,21056.32,
Paraty,3303807,paratiense,CARLOS JOSÉ GAMA MIRANDA,925392,42630,40.57,693,217655,211378,30584.41,
Paty do Alferes,3303856,patiense,EURICO PINHEIRO BERNARDES NETO,314341,27678,82.68,671,94832,71473,18309.81,
Petrópolis,3303906,petropolitano,BERNARDO CHIM ROSSI,791144,305687,371.85,745,997315,943865,42564.57,
Pinheiral,3303955,pinheiralense,EDNARDO BARBOSA OLIVEIRA,82254,24941,296.86,715,82483,78865,15248.92,
Piraí,3304003,piraiense,LUIZ ANTONIO DA SILVA NEVES,490255,28999,52.07,708,193051,162304,70587.38,
Porciúncula,3304102,porciunculense,LEONARDO PAES BARRETO COUTINHO,291847,18730,58.80,697,76753,70690,17507.39,
Porto Real,3304110,porto realense,JORGE SERFIOTIS,50892,19381,326.95,713,150221,142407,137592.50,
Quatis,3304128,quatiense,RAIMUNDO DE SOUZA,284826,14165,44.72,690,65127,52943,18183.44,
Queimados,3304144,queimadense,CARLOS DE FRANÇA VILELA,75701,149265,1822.60,680,310553,288190,32314.25,
Quissamã,3304151,quissamaense,MARIA DE FÁTIMA PACHECO,709298,24246,28.40,704,205809,168278,43048.94,
Resende,3304201,resendense,DIOGO GONÇALVES BALIEIRO DINIZ,1099336,130334,109.35,768,540030,417280,50234.49,
Rio Bonito,3304300,rio-bonitense,JOSÉ LUIZ ALVES ANTUNES,459458,59814,121.70,710,173570,188480,26627.87,
Rio Claro,3304409,rio-clarense,JOSÉ OSMAR DE ALMEIDA,846799,18451,20.81,683,96895,81521,18746.42,
Rio das Flores,3304508,rio-florense,VICENTE DE PAULA DE SOUZA GUEDES,478783,9222,17.90,680,47769,46492,21096.86,
Rio das Ostras,3304524,rio ostrense,MARCELINO CARLOS DIAS BORBA,228114,145989,461.38,773,590854,433485,35788.18,
Rio de Janeiro,3304557,carioca,MARCELO BEZERRA CRIVELLA,1200177,6688927,5265.82,799,26018740,26572047,50690.82,
Santa Maria Madalena,3304607,madalenense,CARLOS ALBERTO DE MATOS BOTELHO,811454,10417,12.67,668,56551,48045,16574.71,
Santo Antônio de Pádua,3304706,paduano,JOSIAS QUINTAL DE OLIVEIRA,603633,42359,67.27,718,126453389,114166.67987,26154.88,
São Francisco de Itabapoana,3304755,são franciscano,FRANCIMARA AZEREDO DA SILVA BARBOSA LEMO,1123092,42201,36.84,639,130704,119248,23220.35,
São Fidélis,3304805,fidelense,AMARILDO HENRIQUE ALCANTARA,1034893,38626,36.39,691,103821,101340,19392.35,
São Gonçalo,3304904,gonçalense,JOSÉ LUIZ NANCI,248319,1077687,4035.90,739,1064524,1051761,16216.45,
São João da Barra,3305000,são-joanense,CARLA MARIA MACHADO DOS SANTOS,454669,36138,71.96,671,335137,276059,111529.40,
São João de Meriti,3305109,meritiense,JOÃO FERREIRA NETO,35216,471888,13024.56,719,585397,627409,20434.26,
São José de Ubá,3305133,ubaense,MARCIONILIO BOTELHO MOREIRA,249688,7134,27.98,652,43973,33291,25346.29,
São José do Vale do Rio Preto,3305158,rio-pretano,GILBERTO MARTINS ESTEVES,220063,21670,91.87,660,66872,60328,21615.52,
São Pedro da Aldeia,3305208,aldeiense,CLÁUDIO VASQUE CHUMBINHO DOS SANTOS,332922,102846,264.05,712,220068,211045,20714.33,
São Sebastião do Alto,3305307,altense,CARLOS OTAVIO DA SILVA RODRIGUES,398057,9326,22.35,646,49728,46162,20795.51,
Sapucaia,3305406,sapucaiense,FABRICIO DOS SANTOS BAIÃO,540673,18205,32.35,675,76002.28584,72389.5378,47111.47,
Saquarema,3305505,saquaremense,MANOELA RAMOS DE SOUZA GOMES ALVES,352802,87704,209.96,709,302250,247728,26152.13,
Seropédica,3305554,seropedicense,ANABAL BARBOSA DE SOUZA,283634,86743,275.53,713,Não informado,Não informado,24602.97,
Silva Jardim,3305604,silva-jardinense,WANDERSON GIMENES ALEXANDRE,937755,21773,22.77,654,129808.56009,108750.11346,18959.50,
Sumidouro,3305703,sumidourense,ELIESIO PERES DA SILVA,413370,15577,37.67,611,67427,55360,24476.10,
Tanguá,3305752,tanguaense,VALBER LUIZ MARCELO DE CARVALHO,142529,33870,211.21,654,93356,89047,17195.21,
Teresópolis,3305802,teresopolitano,VINICIUS CARDOSO CLAUSSEN DA SILVA,773338,180886,212.49,730,461159,443128,29997.09,
Trajano de Moraes,3305901,trajanense,RODRIGO FREIRE VIANA,588534,10611,17.44,667,55090,49212,18295.19,
Três Rios,3306008,trirriense,JOSIMAR SALES MAIA,322843,81453,237.42,725,264324,250872,45958.79,
Valença,3306107,valenciano,LUIZ FERNANDO FURTADO DA GRAÇA,1300767,76163,55.06,738,186323,167226,27254.80,
Varre-Sai,3306156,varresaiense,SILVESTRE JOSÉ GORINI,201938,10890,49.85,659,53101,42822,14922.88,
Vassouras,3306206,vassourense,SEVERINO ANANIAS DIAS FILHO,535638,36702,63.94,714,137030,122406,27053.02,
Volta Redonda,3306305,volta-redondense,ELDERSON FERREIRA DA SILVA,182105,271998,1412.75,771,869284,825227,39679.43,
Acari,2400109,acariense,ISAIAS DE MEDEIROS CABRAL,608466,11152,18.13,679,26943,23825,9576.94,
Açu,2400208,açuense,GUSTAVO MONTENEGRO SOARES,1303442,57644,40.84,661,107791,98920,13571.24,
Afonso Bezerra,2400307,afonso-bezerrense,FRANCISCO DAS CHAGAS FELIX BERTULEZA,576180,11041,18.82,585,33904,34590,7565.36,
Água Nova,2400406,água-novense,IOMARIA RAFAELA LIMA DE SOUZA CARVALHO,50684,3230,58.80,616,14214,14059,7594.36,
Alexandria,2400505,alexandrinense,JEANE CARLINA SARAIVA E FERREIRA DE SOUZ,381205,13602,35.43,606,44436,42149,8581.87,
Almino Afonso,2400604,almino-afonsense,WALDÊNIO CARLOS BELARMINO DE AMORIM,128038,4761,38.04,624,17342,16152,6974.73,
Alto do Rodrigues,2400703,alto-rodriguense,ABELARDO RODRIGUES FILHO,191334,14326,64.31,672,46991.15526,49781.02715,30135.98,
Angicos,2400802,angicano,DEUSDETE GOMES DE BARROS,741582,11724,15.57,624,25571,20119,10020.82,
Antônio Martins,2400901,antônio-martinense,JORGE VINICIUS DE OLIVEIRA FERNANDES,244897,7137,28.24,578,17040,15757,6889.74,
Apodi,2401008,apodiense,ALAN JEFFERSON DA SILVEIRA PINTO,1602477,35814,21.69,639,65152,61117,11573.86,
Areia Branca,2401107,areia-branquense,IRANEIDE XAVIER CORTEZ RODRIGUES REBOUÇA,331156,27162,70.79,682,81110,70847,18173.83,
Arês,2401206,aresense,ANTÔNIO BRÁULIO DA CUNHA,115505,14192,111.89,606,37743,36143,18474.19,
Augusto Severo,2401305,augusto-severense,MANOEL FERNANDES DE GOIS VERAS,896954,9638,10.36,621,20260,19737,7936.82,
Baía Formosa,2401404,baía-formosense,ADEILSON GOMES DE OLIVEIRA,245661,9218,34.90,609,23656,22373,14182.44,
Baraúna,2401453,baraunense,LUCIA MARIA FERNANDES DO NASCIMENTO,825682,27994,29.29,574,64438.06289,56340.55764,18282.49,
Barcelona,2401503,barcelonense,VICENTE MAFRA NETO,152626,4002,25.88,566,Não informado,Não informado,8096.15,
Bento Fernandes,2401602,bento-fernandense,PAULO MARQUES DE OLIVEIRA JUNIOR,301069,5469,16.98,582,15931,15655,7386.76,
Bodó,2401651,bodoense,MARCELO MARIO PORTO FILHO,253519,2250,9.57,629,20227,19459,24758.24,
Bom Jesus,2401701,bom-jesuense,CLECIO DA CAMARA AZEVEDO,122035,10152,77.35,584,22865,19975,7248.70,
Brejinho,2401800,brejinense,JOAO BATISTA GOMES GONCALVES,61559,12609,188.06,592,26745,26778,10631.05,
Caiçara do Norte,2401859,caiçarense do norte,AMARILDO ELIAS DE MORAIS FILHO,226414,6537,31.74,574,14709,12637,9307.41,
Caiçara do Rio do Vento,2401909,caiçarense-do-rio-do-vento,FELIPE MULLER,261194,3652,12.66,587,14468,12323,9167.19,
Caicó,2402006,caicoense,ROBSON DE ARAÚJO,1228583,67554,51.04,710,119336,123033,15672.50,
Campo Redondo,2402105,campo-redondense,ALESSANDRU EMMANUEL PINHEIRO E ALVES,213727,11142,48.03,626,30370,27146,6358.78,
Canguaretama,2402204,canguaretamense,MARIA DE FÁTIMA BORGES MARINHO,245408,33999,125.98,579,65360,62920,12107.01,
Caraúbas,2402303,caraubense,ANTONIO ALVES DA SILVA,1095803,20443,17.88,638,42320,38890,11839.51,
Carnaúba dos Dantas,2402402,carnaubense,GILSON DANTAS DE OLIVEIRA,246308,8119,30.24,659,18251,16966,9389.09,
Carnaubais,2402501,carnaubaense,THIAGO MEIRA MANGUEIRA,517737,10651,17.99,589,34352,33459,9606.25,
Ceará-Mirim,2402600,ceará-miriense,MARCONI ANTONIO PRAXEDES BARRETTO,724381,73099,94.07,616,145086,130287,10718.21,
Cerro Corá,2402709,cerro-coraense,MARIA DAS GRAÇAS DE MEDEIROS OLIVEIRA,393573,11178,27.74,607,29188,28279,10717.43,
Coronel Ezequiel,2402808,coronel-ezequielense,CLAUDIO MARQUES DE MACEDO,185748,5508,29.10,587,15328,13695,7370.03,
Coronel João Pessoa,2402907,pessoense,ANTONIO LOPES FILHO,117139,4908,40.74,578,17782,16392,7485.20,
Cruzeta,2403004,cruzetense,JOSÉ SALLY DE ARAÚJO,295830,8014,26.93,654,20643,18860,10895.57,
Currais Novos,2403103,currais-novense,ODON OLIVEIRA DE SOUZA JÚNIOR,864349,44664,49.35,691,80449,74094,14103.95,
Doutor Severiano,2403202,severianense,FRANCISCO NERI DE OLIVEIRA,113737,7080,59.96,621,21196,18438,7015.53,
Parnamirim,2403251,parnamirinense,ROSANO TAVEIRA DA CUNHA,123471,255793,1639.70,766,444026,385730,20201.24,
Encanto,2403301,encantense,ATEVALDO NAZARIO DA SILVA,125749,5608,41.60,629,16551,15672,7182.06,
Equador,2403400,equatoriano,NOEIDE CLEMENS FERREIRA DE OLIVEIRA,264985,6036,21.97,623,17354,16248,10523.94,
Espírito Santo,2403509,espírito-santense,FERNANDO LUIZ TEIXEIRA DE CARVALHO,135838,10527,77.11,558,25044,20423,6204.50,
Extremoz,2403608,extremozense,JOAZ OLIVEIRA MENDES DA SILVA,139575,28222,176.03,660,80913,72936,12607.78,
Felipe Guerra,2403707,felipe-guerrense,HAROLDO FERREIRA DE MORAIS,268591,5972,21.35,636,26646,26026,11158.69,
Fernando Pedroza,2403756,fernando-pedrozense,SANDRA JAQUELINE JOTA RIBEIRO,322628,3039,8.85,597,12939,12647,8512.08,
Florânia,2403806,floraniense,MARCIA REJANE GUEDES CUNHA NOBRE,504797,9121,17.75,642,19795,17382,8873.65,
Francisco Dantas,2403905,francisco-dantense,ADOLFO JOSE DA SILVEIRA NETO,181558,2836,15.83,606,12736,12211,8030.27,
Frutuoso Gomes,2404002,frutuoso-gomense,JANDIARA SINARA JACOME CAVALCANTE,63279,4095,66.89,597,13670.01548,10285.86041,7200.07,
Galinhos,2404101,galinhense,FRANCINALDO SILVA DA CRUZ,342215,2726,6.31,564,12333.36163,9945.1972,25677.93,
Goianinha,2404200,goianiense,RUDEMBERG HONORIO LISBOA,192279,25980,116.92,638,80527,72612,12434.28,
Governador Dix-Sept Rosado,2404309,dix-septiense,ANTONIO FREIRE DE SOUZA FILHO,1129548,12997,10.96,592,34355,33994,13669.02,
Grossos,2404408,grossense,JOSÉ MAURICIO FILHO,126458,10302,74.28,664,27197.03249,30624.34161,11063.39,
Guamaré,2404507,guamareense,HELIO WILLAMY MIRANDA DA FONSECA,258958,15349,47.90,626,228879,201421,125315.16,
Ielmo Marinho,2404606,ielmo-marinhense,CÁSSIO CAVALCANTE DE CASTRO,312028,13628,39.01,550,38316,39405,7110.13,
Ipanguaçu,2404705,ipanguaçuense,VALDEREDO BERTOLDO DO NASCIMENTO,374248,15354,37.02,603,35681.37697,28534.34374,8878.36,
Ipueira,2404804,ipueirense,JOSE MORGÂNIO PAIVA,127348,2228,16.31,679,12612,11964,10273.97,
Itajá,2404853,itajaense,ALAOR FERREIRA PESSOA NETO,203622,7501,34.04,624,19365,17551,8655.99,
Itaú,2404903,itauense,CIRO GUSTAVO ALVES BEZERRA,133031,5858,41.83,614,18446.39364,14216.42718,7917.33,
Jaçanã,2405009,jaçanãense,OTON MARIO DE ARAUJO COSTA,54561,9026,145.25,604,17800,15881,6251.13,
Jandaíra,2405108,jandairense,MARINA DIAS MARINHO,415736,6863,15.60,569,21454,20046,9243.58,
Janduís,2405207,janduiense,ANTONIO JOSÉ BEZERRA,304901,5289,17.53,615,15555,14673,10186.21,
Januário Cicco,2405306,januarense,MARIA EDICE FRANCISCO E FELIX,187107,10087,48.13,574,23060,21819,6215.66,
Japi,2405405,japiense,JODOVAL FERREIRA DE PONTES,188990,5117,29.22,569,16769,14829,6946.96,
Jardim de Angicos,2405504,jardim-angicanense,SUELY FONSECA BEZERRA DE LIMA,254022,2617,10.26,565,14390,12951,8562.58,
Jardim de Piranhas,2405603,piranhense,ELIDIO ARAUJO DE QUEIROZ,330532,14730,40.86,603,33179,30763,8105.85,
Jardim do Seridó,2405702,jardinense,JOSÉ AMAZAN SILVA,367645,12395,32.86,663,23852,21109,11433.58,
João Câmara,2405801,camarense,MANOEL DOS SANTOS BERNARDO,714961,34747,45.08,595,72537,70737,27173.83,
João Dias,2405900,joão-diense,NADJA TASSIA VERISSIMO,88173,2655,29.50,530,14238,11390,6994.26,
José da Penha,2406007,josé-penhense,RAIMUNDO NONATO FERNANDES,117635,5957,49.88,608,16925,15049,7217.31,
Jucurutu,2406106,jucurutuense,VALDIR DE MEDEIROS AZEVEDO,933729,18274,18.95,601,47678,42315,10195.64,
Jundiá,2406155,jundiaense,JOSE ARNOR DA SILVA,44641,3873,80.24,595,14974,13478,7333.12,
Lagoa d'Anta,2406205,lagoa-dantense,TAIANNI LOPES SANTOS,105652,6728,58.94,601,16857,13962,7181.20,
Lagoa de Pedras,2406304,lagoa-pedrense,RANIERE CÉSAR AMÂNCIO DA SILVA,117971,7503,59.40,553,20025,19098,7186.14,
Lagoa de Velhos,2406403,lagoa-velhense,SONYARA DE SOUZA RIBEIRO,112845,2731,23.64,589,13545,12002,10715.61,
Lagoa Nova,2406502,lagoa-novense,LUCIANO SILVA SANTOS,176301,15477,79.31,585,34365,34857,15242.76,
Lagoa Salgada,2406601,lagoa-salgadense,OSIVAN SAVIO NASCIMENTO QUEIROZ,79128,8192,95.35,582,19912,18827,7110.76,
Lajes,2406700,lajense,JOSE MARQUES FERNANDES,676625,11208,15.34,624,28032,27988,9714.94,
Lajes Pintadas,2406809,lajes-pintadense,ANTONIA FERREIRA LIMA FURTADO,130211,4755,35.42,625,16289,14634,8212.85,
Lucrécia,2406908,lucreciano,MARIA DA CONCEIÇÃO DO NASCIMENTO DUARTE,30931,3966,117.45,646,14218,12262,8867.77,
Luís Gomes,2407005,luís-gomense,MARIANA MAFALDO DE PAIVA FERNANDES,166638,10086,57.67,608,22971,20887,6206.80,
Macaíba,2407104,macaibense,FERNANDO CUNHA LIMA BEZERRA,510771,79743,136.00,640,180038,154920,16898.44,
Macau,2407203,macauense,TULIO BEZERRA LEMOS,784193,31584,36.74,665,78130,82450,17222.31,
Major Sales,2407252,major-salense,THALES ANDRE FERNANDES,31971,3978,110.60,617,16381,14960,7933.63,
Marcelino Vieira,2407302,marcelinense,KERLES JÁCOME SARMENTO,345711,8358,23.91,609,18642,16051,6971.92,
Martins,2407401,martinense,OLGA CHAVES FERNANDES DE QUEIROZ FIGUEIR,169464,8692,48.49,622,19461,19168,8474.69,
Maxaranguape,2407500,maxaranguapense,LUIS EDUARDO BENTO DA SILVA,131316,12194,79.51,608,22475,22378,8592.54,
Messias Targino,2407609,messias-targinense,FRANCISCA SHIRLEY FERREIRA TARGINO,135097,4568,31.00,644,15488,14010,13762.44,
Montanhas,2407708,montanhense,MANUEL GUSTAVO DE ARAÚJO MOREIRA,82190,11295,138.82,557,25766,21470,7207.58,
Monte Alegre,2407807,monte-alegrense,SEVERINO RODRIGUES DA SILVA,210916,22239,98.07,609,54964,51823,8555.75,
Monte das Gameleiras,2407906,monte-gameleirense,JAILTON FELIX DE PONTES,71946,2127,31.43,598,13700,11869,8542.97,
Mossoró,2408003,mossoroense,ROSALBA CIARLINI ROSADO,2099333,294076,123.76,720,569370,519899,19714.79,
Natal,2408102,natalense,ÁLVARO DIAS,167264,885180,4805.24,763,2168783,2087214,24890.54,
Nísia Floresta,2408201,nísia-florestense,DANIEL GURGEL MARINHO FERNANDES,307841,27260,77.26,622,60857,56164,12524.23,
Nova Cruz,2408300,nova-cruzense,TARGINO PEREIRA DA COSTA NETO,277658,37233,127.82,629,66537,56390,11902.92,
Olho-d'Água do Borges,2408409,olho-d'água-borgense,MARIA HELENA LEITE DE QUEIROGA,141170,4272,30.42,585,15628,15572,7687.53,
Ouro Branco,2408508,ouro-branquense,MARIA DE FÁTIMA ARAÚJO DA SILVA,253210,4812,18.55,645,16578,13466,9002.32,
Paraná,2408607,paranaense,ORIANA RODRIGUES,81390,4232,48.56,589,16242,14497,6919.15,
Paraú,2408706,parauense,MARIA OLIMPIA FERREIRA NUNES EUFRÁSIO,383214,3787,10.07,603,14817,13224,8789.99,
Parazinho,2408805,parazinhense,CARLOS VERIANO DE LIMA,258025,5258,17.64,549,23608,20275,70768.59,
Parelhas,2408904,parelhense,ALEXANDRE CARLO DE MEDEIROS DANTAS,513507,21408,39.67,676,39909,37634,13709.32,
Rio do Fogo,2408953,rio-foguense,LAERTE NEY DE PAIVA FAGUNDES,150263,10789,66.94,569,33222,34243,10042.47,
Passa e Fica,2409100,passa-fiquense,LEONARDO MOREIRA LISBOA,42137,13076,263.43,606,29748,26994,7313.02,
Passagem,2409209,passagense,ANTONIO DE OLIVEIRA FAGUNDES,41215,3075,70.24,589,13876,12683,9553.51,
Patu,2409308,patuense,RIVELINO CAMARA,319129,12701,37.49,618,30051,27109,8327.81,
Santa Maria,2409332,santa-mariense,PEDRO HENRYQUE OLIVEIRA URBANO,219570,5480,21.69,590,14693.80262,13207.14917,9414.22,
Pau dos Ferros,2409407,pau-ferrense,LEONARDO NUNES RÊGO,259959,30183,106.73,678,59848,60560,14287.29,
Pedra Grande,2409506,pedra-grandense,VALDEMIR VALENTIM SOARES BELCHIOR,221422,3275,15.90,559,23782,22217,62196.89,
Pedra Preta,2409605,pedra-pretense,LUIZ ANTONIO BANDEIRA DE SOUZA,294985,2478,8.78,558,14170,12078,9337.36,
Pedro Avelino,2409704,pedro-avelinense,NEIDE SUELY MUNIZ COSTA,952754,6780,7.53,583,19178,17245,7351.64,
Pedro Velho,2409803,pedro-velhense,PATRICIA PEIXOTO TARGINO,192708,14767,73.24,568,33447,34021,7782.74,
Pendências,2409902,pendenciano,FLAUDIVAN MARTINS CABRAL,419137,15083,32.05,631,40712,36831,16158.28,
Pilões,2410009,pilonense,CICERO SABINO NETO,82690,3806,41.76,614,11878.57135,11917.51878,8642.35,
Poço Branco,2410108,poço-branquense,WALDEMAR HORACIO DE GOIS NETO,230401,15294,60.54,587,28507,29632,6313.48,
Portalegre,2410207,portalegrense,MANOEL DE FREITAS NETO,110054,7827,66.51,621,20801,19116,6873.73,
Porto do Mangue,2410256,porto-manguense,HIPOLITON SAEL HOLANDA MELO,370346,6765,16.36,590,26624,28207,12460.09,
Serra Caiada,2410306,serra caiadense,MARIA DO SOCORRO DOS ANJOS FURTADO,167345,10266,52.39,563,25861,24412,7191.01,
Pureza,2410405,purezense,JOAO DA FONSECA MOURA NETO,504295,9516,16.70,567,22033,22763,8423.04,
Rafael Fernandes,2410504,rafael-fernandense,FRANCISCO BRUNO FERREIRA COSTA,78231,5067,59.98,608,Não informado,Não informado,7813.22,
Rafael Godeiro,2410603,rafael-godeirense,LUDMILA CARLOS AMORIM DE ARAUJO ROSADO,100073,3194,30.61,654,15727,14493,8268.10,
Riacho da Cruz,2410702,riacho-cruzense,MARIA BERNADETE NUNES REGO GOMES,127223,3543,24.88,584,14211,13110,7888.71,
Riacho de Santana,2410801,riacho-santanense,JESSE NILDO DANTAS DE FREITAS,128106,4209,32.44,591,15484,15310,7041.85,
Riachuelo,2410900,riachuelense,MARA LOURDES CAVALCANTI,262887,8034,26.88,592,17607,18922,7584.29,
Rodolfo Fernandes,2411007,rodolfo-fernandense,FRANCISCO WILSON DE FREITAS REGO FILHO,154840,4472,28.53,604,17724,15544,7809.01,
Tibau,2411056,tibauense,JOSINALDO MARCOS DE SOUZA,169237,4071,21.79,635,26768,27563,18152.37,
Ruy Barbosa,2411106,rui-barbosense,FRANCISCO FELIPE DA SILVA,125809,3608,28.58,605,14658,12962,8278.28,
Santa Cruz,2411205,santa-cruzense,FERNANDA COSTA BEZERRA,624356,39355,57.33,635,80717,74277,11735.96,
Santana do Matos,2411403,santanense,JOSE EDVALDO GUIMARÃES JUNIOR,1425364,12954,9.73,591,29416,28283,8359.73,
Santana do Seridó,2411429,santanense,HUDSON PEREIRA DE BRITO,188403,2670,13.41,642,13274,10731,14426.86,
Santo Antônio,2411502,santo-antoniense,JOSIMAR CUSTODIO FERREIRA,301082,23988,73.79,620,46133,47618,8659.29,
São Bento do Norte,2411601,são-bento-nortense,CLAUDIO HENRIQUE GOMES PEREIRA,288725,2778,10.30,555,21531,19593,57338.73,
São Bento do Trairí,2411700,trairiense,JOSÉ ARACLEIDE DE ARAUJO,190818,4401,20.46,595,14997,13082,7625.84,
São Fernando,2411809,são-fernandense,POLION MEDEIROS MAIA,404428,3573,8.41,608,14489,13263,13153.39,
São Francisco do Oeste,2411908,oestense,LUSIMAR PORFIRIO DA SILVA,75588,4200,51.25,628,14569,11348,8880.31,
São Gonçalo do Amarante,2412005,gonçalense,PAULO EMIDIO DE MEDEIROS,249124,101102,351.91,661,234196,210442,13459.49,
São João do Sabugi,2412104,sabugiense,LYDICE ARAUJO DE MEDEIROS BRITO,277011,6179,21.38,655,15486,15012,8233.76,
São José de Mipibu,2412203,mipibuense,ARLINDO DUARTE DANTAS,290331,43640,137.00,611,96645,92981,15308.09,
São José do Campestre,2412302,campestrense,MARIA ALDA ROMÃO SOARES,341115,12833,36.22,615,25870,24796,6912.52,
São José do Seridó,2412401,são-josé-seridoense,MARIA DALVA MEDEIROS DE ARAÚJO,174505,4602,24.25,694,17452,16430,20198.95,
São Miguel,2412500,são-miguelense,JOSÉ GAUDENCIO DIOGENES TORQUATO,166233,23380,129.05,606,50190,44926,8854.37,
São Miguel do Gostoso,2412559,micaelense de touros,JOSE RENATO TEIXEIRA DE SOUZA,343547,9531,25.22,591,28273,25598,36203.29,
São Paulo do Potengi,2412609,potengiense,JOSÉ LEONARDO CASSIMIRO DE ARAÚJO,240425,17436,65.90,622,39691,38977,8465.97,
